county,areacode,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
10021,1002104,元美里,D340000461,府北戶政事務所北區辦公處1F無障礙廁,臺南市北　區元美里海安路三段789號,府北戶政事務所北區辦公處,23.01366424,120.20008623,不合格,民眾洽公場所,無障礙廁所,府北戶政事務所北區辦公處,0
10001,1000106,中山里,F060001305,十四張歷史公園無障礙,新北市新店區中山里央北二路206巷2號,新北市新店區公所,24.97969355,121.52763918,不合格,公園,未設定,新北市新店區公所經建課,0
10021,1001128,武東里,D280000431,"Mitsui Outlet Park台南3F F區女客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,女廁所,MitsuiOutletPark台南物業管理中心,0
10021,1001128,武東里,D280000424,"Mitsui Outlet Park台南1F F區男客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,男廁所,MitsuiOutletPark台南物業管理中心,0
10001,1000108,東鶯里,F080000755,新北市美術館4F女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,女廁所,新北市美術館,0
10001,1000108,東鶯里,F080000746,新北市美術館B3男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,男廁所,新北市美術館,0
10001,1000108,東鶯里,F080000739,新北市美術館8F男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,男廁所,新北立美術館,0
10001,1000108,東鶯里,F080000737,新北市美術館B3女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293000,121.35782300,不合格,文化育樂活動場所,女廁所,新北立美術館,0
10021,1002104,元美里,D340000455,北區區公所2F無障礙廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,無障礙廁所,北區區公所,0
10003,1000301,汴洲里,H010001556,桃園區長榮加油站無障礙廁所,桃園市桃園區汴洲里經國路899號,長榮加油站,25.03241490,121.29991040,特優級,商業營業場所,無障礙廁所,長榮加油站,0
09020,0902004,古寧村,W040000052,慈湖三角堡女廁,金門縣金寧鄉古寧村慈湖路三段,內政部國家公園署,24.46527810,118.29733639,不合格,觀光地區及風景區,女廁所,金門國家公園管理處西區管理站,0
10021,1001128,武東里,D280000432,"Mitsui Outlet Park台南3F F區無障礙客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,無障礙廁所,MitsuiOutletPark台南物業管理中心,0
10021,1001128,武東里,D280000425,"Mitsui Outlet Park台南1F F區女客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,女廁所,MitsuiOutletPark台南物業管理中心,0
10001,1000108,東鶯里,F080000740,新北市美術館8F無障礙廁所,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,無障礙廁所,新北市美術館,1
10001,1000108,東鶯里,F080000738,新北市美術館8F女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,女廁所,新北市美術館,0
10005,1000501,玉苗里,K010000318,苗栗縣城隍廟-男廁,苗栗縣苗栗市玉苗里米市街34號,苗栗市公所,24.55515000,120.81766000,不合格,商業營業場所,男廁所,苗栗縣苗栗市公有零售市場,0
10005,1000505,田寮里,K050000268,頭份田寮永貞宮-無障礙廁,苗栗縣頭份市田寮里永貞路一段206號,頭份田寮永貞宮,24.67971000,120.88523000,不合格,宗教禮儀場所,無障礙廁所,頭份田寮永貞宮,1
10001,1000110,新生里,F100000704,新北市立圖書館淡水分館4F-男廁,新北市淡水區新生里文化路65號,新北市政府文化局,25.17283351,121.43787012,不合格,文化育樂活動場所,男廁所,新北市立圖書館淡水分館,0
10001,1000106,中山里,F060001303,十四張歷史公園混和廁,新北市新店區中山里央北二路206巷2號,新北市新店區公所,24.97967694,121.52760029,不合格,公園,混合廁所,新北市新店區公所經建課,0
10021,1001128,武東里,D280000426,"Mitsui Outlet Park台南1F F區無障礙客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,無障礙廁所,MitsuiOutletPark台南物業管理中心,0
10001,1000108,東鶯里,F080000753,新北市美術館3F男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,男廁所,新北市美術館,0
10001,1000108,東鶯里,F080000748,新北市美術館1F女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,女廁所,新北市美術館,0
10001,1000108,東鶯里,F080000741,新北市美術館B1女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,女廁所,新北市美術館,0
10005,1000505,田寮里,K050000267,頭份田寮永貞宮-親子廁,苗栗縣頭份市田寮里永貞路一段206號,頭份田寮永貞宮,24.67971000,120.88523000,不合格,宗教禮儀場所,親子廁所,頭份田寮永貞宮,0
10021,1002104,元美里,D340000457,北區區公所3F女廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,女廁所,北區區公所,0
64000,1001223,月眉里,E340000074,台灣中油股份有限公司(杉林站)-無障礙廁,高雄市杉林區月眉村清水路304號,台灣中油股份有限公司,22.96999612,120.53819984,特優級,商業營業場所,無障礙廁所,台灣中油股份有限公司-杉林站,0
10019,1000601,社皮里,B090000761,豐原國民暨兒童運動中心(泳池A)1F-無障礙,臺中市豐原區社皮里豐裕路8號,臺中市政府運動局,24.24816983,120.70516309,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,1
10019,1000602,泰昌里,B100000258,臺中市立圖書館(東勢許良宇圖書館)1F-親子廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.25022863,120.83476757,特優級,文化育樂活動場所,親子廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1001908,水景里,B080000770,臺中市立圖書館(溪東分館)3F-女廁,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,女廁所,臺中市立圖書館,0
10019,1001908,水景里,B080000766,臺中市立圖書館(溪東分館)2F-男廁,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,男廁所,臺中市立圖書館,0
10019,1000604,中社里,B120000336,清水國民暨兒童運動中心3F-女廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,120.54982889,24.27174091,特優級,文化育樂活動場所,女廁所,臺中市政府運動局,0
10003,1000311,永安里,H110000199,新屋後湖溪生態園區-無障礙廁所,桃園市新屋區永安村新港路166號,桃園市政府海岸及資源循環管理處,24.99531219,121.02034070,不合格,觀光地區及風景區,無障礙廁所,大日開發有限公司,0
10003,1000311,永安里,H110000197,新屋後湖溪生態園區-男廁,桃園市新屋區永安村新港路166號,桃園市政府海岸及資源循環管理處,24.99531219,121.02034070,不合格,觀光地區及風景區,男廁所,大日開發有限公司,0
10001,1000108,東鶯里,F080000759,新北市美術館6F男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,男廁所,新北市美術館,0
10001,1000108,東鶯里,F080000757,新北市美術館4F無障礙廁所,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,無障礙廁所,新北市美術館,1
10001,1000108,東鶯里,F080000744,新北市美術館B1兒童男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,親子廁所,新北市美術館,0
10001,1000108,東鶯里,F080000742,新北市美術館B1男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,男廁所,新北市美術館,0
10021,1002104,元美里,D340000459,北區區公所4F男廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,男廁所,北區區公所,0
10005,1000501,北苗里,K010000317,苗栗縣政府文化觀光局-無障礙廁,苗栗縣苗栗市北苗里自治路50號,苗栗縣政府文化觀光局,24.56656000,120.82056000,不合格,文化育樂活動場所,無障礙廁所,苗栗縣政府文化觀光局-行政科,1
10007,1000722,中和村,N220000112,埤頭清潔隊-女廁,彰化縣埤頭鄉中和村溪林路767號,埤頭鄉公所,23.84968900,120.44883100,不合格,民眾洽公場所,女廁所,埤頭鄉公所,0
10007,1000722,中和村,N220000111,埤頭清潔隊-男廁,彰化縣埤頭鄉中和村溪林路767號,埤頭鄉公所,23.84968925,120.44883136,不合格,民眾洽公場所,男廁所,埤頭鄉公所,0
10021,1001128,武東里,D280000428,"Mitsui Outlet Park台南2F F區女客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,女廁所,MitsuiOutletPark台南物業管理中心,0
10007,1000722,中和村,N220000113,埤頭清潔隊-無障礙廁所,彰化縣埤頭鄉中和村溪林路767號,埤頭鄉公所,23.84968900,120.44883100,不合格,民眾洽公場所,無障礙廁所,埤頭鄉公,0
10021,1001128,武東里,D280000430,"Mitsui Outlet Park台南3F F區男客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,未設定,MitsuiOutletPark台南物業管理中心,0
10021,1001128,武東里,D280000429,"Mitsui Outlet Park台南2F F區無障礙客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,無障礙廁所,MitsuiOutletPark台南物業管理中心,0
10021,1002104,元美里,D340000462,北區區公所4F無障礙廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,無障礙廁所,北區區公所,0
10001,1000110,新生里,F100000703,新北市立圖書館淡水分館3F-性別友善廁所,新北市淡水區新生里文化路65號,新北市政府文化局,25.17280414,121.43791732,不合格,文化育樂活動場所,性別友善廁所,新北市立圖書館淡水分館,1
10001,1000106,中山里,F060001306,十四張歷史公園親子廁,新北市新店區中山里央北二路206巷2號,新北市新店區公所,24.97969477,121.52765527,不合格,公園,親子廁所,新北市新店區公所經建課,0
10001,1000106,中山里,F060001304,十四張歷史公園男廁,新北市新店區中山里央北二路206巷2號,新北市新店區公所,24.97967329,121.52761638,不合格,公園,男廁所,新北市新店區公所經建課,0
10003,1000311,永安里,H110000200,新屋後湖溪生態園區-親子廁所,桃園市新屋區永安村新港路166號,桃園市政府海岸及資源循環管理處,24.99531219,121.02034070,不合格,觀光地區及風景區,親子廁所,大日開發有限公司,0
10001,1000108,東鶯里,F080000756,新北市美術館4F男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,男廁所,新北市美術館,0
10001,1000110,新生里,F100000705,新北市立圖書館淡水分館4F-女廁,新北市淡水區新生里文化路65號,新北市政府文化局,25.17283351,121.43787012,不合格,文化育樂活動場所,女廁所,新北市立圖書館淡水分館,1
10003,1000311,永安里,H110000198,新屋後湖溪生態園區-女廁,桃園市新屋區永安村新港路166號,桃園市政府海岸及資源循環管理處,24.99531219,121.02034070,不合格,觀光地區及風景區,女廁所,大日開發有限公司,0
63000,6300200,松隆里,A020001768,信義公園4號,臺北市信義區松隆里松山路677之26號,臺北市環境保護局,25.02906535,121.58325687,不合格,其他,混合廁所,臺北市環境保護局,1
10001,1000108,東鶯里,F080000760,新北市美術館6F無障礙廁所,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,無障礙廁所,新北市美術館,1
10001,1000108,東鶯里,F080000758,新北市美術館6F女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,女廁所,新北市美術館,0
10001,1000108,東鶯里,F080000745,新北市美術館B1無障礙廁所,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,無障礙廁所,新北市美術館,1
10001,1000108,東鶯里,F080000743,新北市美術館B1兒童女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,親子廁所,新北市美術館,0
10005,1000505,田寮里,K050000265,頭份田寮永貞宮-男廁,苗栗縣頭份市田寮里永貞路一段206號,頭份田寮永貞宮,24.67971000,120.88523000,不合格,宗教禮儀場所,男廁所,頭份田寮永貞宮,0
10021,1002104,元美里,D340000460,北區區公所4F女廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,女廁所,北區區公所,0
10001,1000108,東鶯里,F080000754,新北市美術館3F無障礙廁所,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,無障礙廁所,新北市美術館,0
10001,1000108,東鶯里,F080000752,新北市美術館F3女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,女廁所,新北市美術館,0
10001,1000108,東鶯里,F080000749,新北市美術館2F女廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,女廁所,新北市美術館,0
10001,1000108,東鶯里,F080000747,新北市美術館B3無障礙廁所,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,無障礙廁所,新北市美術館,1
10021,1002104,元美里,D340000458,北區區公所3F親子廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,親子廁所,北區區公所,1
10021,1002104,元美里,D340000456,北區區公所3F男廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,男廁所,北區區公所,0
10002,1000209,孝威村,G090000247,全家超商五結公園店-混合廁所,宜蘭縣五結鄉孝威村親河路二段289號,全家五結公園店,24.67319744,121.80287118,特優級,商業營業場所,混合廁所,私有,0
10019,1000604,中社里,B120000342,清水國民暨兒童運動中心4F-無障礙廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,24.27183821,120.55023726,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,0
10019,1000604,中社里,B120000337,清水國民暨兒童運動中心3F-親子廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,120.54982889,24.27174091,特優級,文化育樂活動場所,親子廁所,臺中市政府運動局,0
10021,1001128,武東里,D280000427,"Mitsui Outlet Park台南2F F區男客廁",臺南市歸仁區武東村歸仁大道101號,台灣三井不動產商業管理股份有限公司,22.92518300,120.28713300,不合格,商業營業場所,男廁所,MitsuiOutletPark台南物業管理中心,0
10001,1000108,東鶯里,F080000751,新北市美術館2F無障礙廁所,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,無障礙廁所,新北市美術館,1
10001,1000108,東鶯里,F080000750,新北市美術館2F男廁,新北市鶯歌區東鶯里館前路300號,縣市政府,24.95293100,121.35782300,不合格,文化育樂活動場所,男廁所,新北市美術館,0
10021,1001101,五興里,D010000565,新營五興里活動中心混合廁,臺南市新營區五興里五間厝114之1號,新營區公所,23.27369872,120.27357998,不合格,社福機構、集會場所,混合廁所,新營區公所,0
64000,1001223,上平里,E340000075,杉林區公所1F-無障礙廁,高雄市杉林區上平村山仙路6號,高雄市杉林區公所,22.97172900,120.54016100,特優級,民眾洽公場所,無障礙廁所,高雄市杉林區公所,1
10019,1000601,社皮里,B090000763,豐原國民暨兒童運動中心B2F-無障礙,臺中市豐原區社皮里豐裕路8號,臺中市政府運動局,24.24804417,120.70526328,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,0
10019,1000610,六寶里,B180000230,臺中市政府警察局大雅分局六寶派出所1F-男廁,臺中市大雅區六寶村中清路五段39號,臺中市政府警察局大雅分局,120.62870234,24.24180602,特優級,民眾洽公場所,男廁所,臺中市政府警察局大雅分局六寶派出所,0
10019,1001908,水景里,B080000771,臺中市立圖書館(溪東分館)3F-無障礙廁所,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,24.16932150,120.72223320,特優級,文化育樂活動場所,無障礙廁所,臺中市立圖書館,0
10019,1000604,中社里,B120000341,清水國民暨兒童運動中心4F-親子廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,120.54982889,24.27174091,特優級,文化育樂活動場所,親子廁所,臺中市政府運動局,0
10005,1000501,北苗里,K010000315,苗栗縣政府文化觀光局-男廁,苗栗縣苗栗市北苗里自治路50號,苗栗縣政府文化觀光局,24.56656000,120.82056000,不合格,文化育樂活動場所,男廁所,苗栗縣政府文化觀光局-行政科,0
64000,6400800,苓東里,E080000789,旅運中心-無障礙,高雄市苓雅區苓東里海邊路5號,港務局,22.61118800,120.29265980,特優級,交通,無障礙廁所,港務局,0
64000,6400800,苓東里,E080000787,旅運中心-男,高雄市苓雅區苓東里海邊路5號,港務局,22.61118800,120.29265980,特優級,交通,男廁所,港務局,0
63000,6301200,振華里,A120001386,振華公園女廁,臺北市北投區振華里振華街15號,縣市政府,25.11516823,121.51884756,特優級,公園,女廁所,臺北市北投區公所,0
10019,1000602,泰昌里,B100000261,臺中市立圖書館(東勢許良宇圖書館)3F-女廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.24985484,120.83512209,特優級,文化育樂活動場所,女廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1001908,水景里,B080000765,臺中市立圖書館(溪東分館)1F-親子廁所,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,親子廁所,臺中市立圖書館,0
10019,1001908,水景里,B080000763,臺中市立圖書館(溪東分館)1F-女廁,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,女廁所,臺中市立圖書館,0
10019,1000604,中社里,B120000332,清水國民暨兒童運動中心(泳池)1F-男廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,24.27185017,120.55037644,特優級,文化育樂活動場所,男廁所,臺中市政府運動局,0
10019,1000604,中社里,B120000330,清水國民暨兒童運動中心1F-親子廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,120.54982889,24.27174091,特優級,文化育樂活動場所,親子廁所,臺中市政府運動局,0
64000,6400800,苓東里,E080000790,旅運中心-性別友善,高雄市苓雅區苓東里海邊路5號,港務局,22.61118800,120.29265980,特優級,交通,未設定,港務局,0
63000,6301200,振華里,A120001387,振華公園無障礙,臺北市北投區振華里振華街15號,縣市政府,25.11516823,121.51884756,特優級,公園,無障礙廁所,臺北市北投區公所,0
10019,1000602,泰昌里,B100000256,臺中市立圖書館(東勢許良宇圖書館)1F-女廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.24996990,120.83490784,特優級,文化育樂活動場所,女廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1001908,水景里,B080000768,臺中市立圖書館(溪東分館)2F-無障礙廁所,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,無障礙廁所,臺中市立圖書館,0
10019,1000604,中社里,B120000334,清水國民暨兒童運動中心(泳池)1F-無障礙廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,120.54982889,24.27174091,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,0
10019,1000619,坪林里,B270000440,太平國民暨兒童運動中心4F-無障礙廁,臺中市太平區坪林里中山路二段433號,臺中市政府運動局,24.14897838,120.72830512,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,0
10019,1000619,坪林里,B270000433,太平國民暨兒童運動中心3F-女廁,臺中市太平區坪林里中山路二段433號,臺中市政府運動局,24.14894655,120.72834419,特優級,文化育樂活動場所,女廁所,臺中市政府運動局,0
10019,1000601,社皮里,B090000757,豐原國民暨兒童運動中心B2F-女廁,臺中市豐原區社皮里豐裕路8號,臺中市政府運動局,24.24808791,120.70523269,特優級,文化育樂活動場所,女廁所,臺中市政府運動局,0
10014,1001411,南寮村,V110000038,東管處南寮漁港候船室多功能廁所B,臺東縣綠島鄉南寮村漁港路7號,交通部觀光署東部海岸國家風景區管理處,22.65726280,121.47473322,不合格,交通,無障礙廁所,交通部觀光署東部海岸國家風景區管理處,0
10014,1001411,南寮村,V110000037,東管處南寮漁港候船室女廁B,臺東縣綠島鄉南寮村漁港路7號,交通部觀光署東部海岸國家風景區管理處,22.65747195,121.47471176,不合格,交通,女廁所,交通部觀光署東部海岸國家風景區管理處,0
10007,1000713,茄苳村,N130000158,大村鄉第七公墓-男廁,彰化縣大村鄉茄苳村茄苳路二段192巷39號,彰化縣大村鄉公所,24.01141900,120.54080000,不合格,宗教禮儀場所,男廁所,大村鄉公所,0
10005,1000501,玉苗里,K010000319,苗栗縣城隍廟-女廁,苗栗縣苗栗市玉苗里米市街34號,苗栗市公所,24.55515000,120.81766000,不合格,商業營業場所,女廁所,苗栗縣苗栗市公有零售市場,0
10021,1002104,元美里,D340000454,北區區公所2F女廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,女廁所,北區區公所,0
10021,1002104,元美里,D340000453,北區區公所2F男廁,臺南市北　區元美里海安路三段789號,北區區公所,23.01374966,120.20009730,不合格,民眾洽公場所,男廁所,北區區公所,0
63000,6301200,振華里,A120001388,振華公園親子,臺北市北投區振華里振華街15號,縣市政府,25.11516823,121.51884756,特優級,公園,親子廁所,臺北市北投區公所,1
10019,1000602,泰昌里,B100000255,臺中市立圖書館(東勢許良宇圖書館)1F-男廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.24994553,120.83500812,特優級,文化育樂活動場所,男廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1000610,六寶里,B180000231,臺中市政府警察局大雅分局六寶派出所1F-女廁,臺中市大雅區六寶村中清路五段39號,臺中市政府警察局大雅分局,120.62870234,24.24180602,特優級,民眾洽公場所,女廁所,臺中市政府警察局大雅分局六寶派出所,0
10005,1000505,田寮里,K050000266,頭份田寮永貞宮-女廁,苗栗縣頭份市田寮里永貞路一段206號,頭份田寮永貞宮,24.67971000,120.88523000,不合格,宗教禮儀場所,女廁所,頭份田寮永貞宮,0
10003,1000301,三民里,H010001555,桃園區三民加油站無障礙廁所,桃園市桃園區三民里三民路一段150號,台灣中油(股)公司,24.99958530,121.32095140,特優級,商業營業場所,無障礙廁所,台灣中油(股)公司,0
10019,1000601,社皮里,B090000762,豐原國民暨兒童運動中心(泳池B)1F-無障礙,臺中市豐原區社皮里豐裕路8號,臺中市政府運動局,24.24816185,120.70520130,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,0
10019,1000610,六寶里,B180000232,臺中市政府警察局大雅分局六寶派出所1F-無障礙廁,臺中市大雅區六寶村中清路五段39號,臺中市政府警察局大雅分局,24.24180403,120.62898363,特優級,民眾洽公場所,無障礙廁所,臺中市政府警察局大雅分局六寶派出所,0
10019,1000602,泰昌里,B100000259,臺中市立圖書館(東勢許良宇圖書館)2F-男廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.24968557,120.83502420,特優級,文化育樂活動場所,男廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1000602,泰昌里,B100000257,臺中市立圖書館(東勢許良宇圖書館)1F-無障礙廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.24989532,120.83511614,特優級,文化育樂活動場所,無障礙廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1001908,水景里,B080000769,臺中市立圖書館(溪東分館)3F-男廁,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,24.16950500,120.72205420,特優級,文化育樂活動場所,男廁所,臺中市立圖書館,0
10019,1001908,水景里,B080000767,臺中市立圖書館(溪東分館)2F-女廁,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,女廁所,臺中市立圖書館,0
10005,1000501,北苗里,K010000316,苗栗縣政府文化觀光局-女廁,苗栗縣苗栗市北苗里自治路50號,苗栗縣政府文化觀光局,24.56656000,120.82056000,不合格,文化育樂活動場所,女廁所,苗栗縣政府文化觀光局-行政科,0
64000,6400800,苓東里,E080000788,旅運中心-女,高雄市苓雅區苓東里海邊路5號,港務局,22.61118800,120.29265980,特優級,交通,女廁所,港務局,0
10019,1000602,泰昌里,B100000262,臺中市立圖書館(東勢許良宇圖書館)3F-無障礙廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.24983548,120.83522330,特優級,文化育樂活動場所,無障礙廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1000602,泰昌里,B100000260,臺中市立圖書館(東勢許良宇圖書館)2F-女廁,臺中市東勢區泰昌里圓樓街88號,臺中市政府文化局,24.24992233,120.83509723,特優級,文化育樂活動場所,女廁所,臺中市立圖書館(東勢許良宇圖書館),0
10019,1001908,水景里,B080000764,臺中市立圖書館(溪東分館)1F-無障礙廁所,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,無障礙廁所,臺中市立圖書館,0
10019,1001908,水景里,B080000762,臺中市立圖書館(溪東分館)1F-男廁,臺中市北屯區水景里軍福九路499號,臺中市政府文化局,120.72213344,24.16961867,特優級,文化育樂活動場所,男廁所,臺中市立圖書館,0
10019,1000604,中社里,B120000333,清水國民暨兒童運動中心(泳池)1F-女廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,120.54982889,24.27174091,特優級,文化育樂活動場所,女廁所,臺中市政府運動局,0
10019,1000604,中社里,B120000331,清水國民暨兒童運動中心1F-無障礙廁,臺中市清水區中社里鎮政路358號,臺中市政府運動局,24.27185596,120.55033236,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,0
10019,1000619,坪林里,B270000429,太平國民暨兒童運動中心2F-女廁,臺中市太平區坪林里中山路二段433號,臺中市政府運動局,24.14929082,120.72835044,特優級,文化育樂活動場所,女廁所,臺中市政府運動局,0
10019,1000619,坪林里,B270000427,太平國民暨兒童運動中心1F-無障礙廁,臺中市太平區坪林里中山路二段433號,臺中市政府運動局,24.14889586,120.72820603,特優級,文化育樂活動場所,無障礙廁所,臺中市政府運動局,0
10019,1000601,社皮里,B090000747,豐原國民暨兒童運動中心(泳池)1F-男廁,臺中市豐原區社皮里豐裕路8號,臺中市政府運動局,24.24833371,120.70498065,特優級,文化育樂活動場所,男廁所,臺中市政府運動局,0
10019,1000601,社皮里,B090000745,豐原國民暨兒童運動中心1F-男廁,臺中市豐原區社皮里豐裕路8號,臺中市政府運動局,24.24833561,120.70488092,特優級,文化育樂活動場所,男廁所,臺中市政府運動局,0
10009,1000914,東南村,P140000075,東勢鄉公所1F-無障礙廁,雲林縣東勢鄉東南村所前街3號,東勢鄉公所,23.67506305,120.25261343,特優級,民眾洽公場所,無障礙廁所,東勢鄉公所,0
10009,1000914,東南村,P140000073,東勢鄉公所1F-男廁,雲林縣東勢鄉東南村所前街3號,東勢鄉公所,23.67506168,120.25261042,特優級,民眾洽公場所,男廁所,東勢鄉公所,0
10019,1001906,港尾里,B060001653,"臺中市立圖書館(總館) D棟2F前側-無障礙廁",臺中市西屯區港尾里中科路2201號,臺中市政府文化局,24.19287204,120.65510258,特優級,文化育樂活動場所,無障礙廁所,臺中市立圖書館(總館),0
