county,areacode,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
10001,1000101,福丘里,F010001504,新北市政府稅捐稽徵處-8F男廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,男廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001488,新北市政府稅捐稽徵處-2F無障礙廁所,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,無障礙廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001486,新北市政府稅捐稽徵處-2F男廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,男廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000123,舊城里,F230000212,台亞八里台北港加油站-女廁,新北市八里區舊城里中華路二段341號,台塑石油股份八里台北港站,25.14585500,121.40089100,特優級,商業營業場所,女廁所,台塑石化股份有限公司八里台北港站,0
10001,1000123,舊城里,F230000211,台亞八里台北港加油站-男廁,新北市八里區舊城里中華路二段341號,台塑石油股份八里台北港站,25.14585500,121.40089100,特優級,商業營業場所,男廁所,台塑石化股份有限公司八里台北港站,0
64000,1001215,嘉賜里,E260000081,高雄市立圖書館(茄萣分館)-男廁,高雄市茄萣區嘉賜里濱海路四段31巷1號,高雄市政府文化局,22.90443800,120.18003900,特優級,文化育樂活動場所,男廁所,高雄市立圖書館-茄萣分館,0
10001,1000101,福丘里,F010001489,新北市政府稅捐稽徵處-3F男廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,男廁所,新北市政府稅捐稽徵處行政室事務股,0
10008,1000807,廣興村,M070000025,鹿谷鄉立圖書館1F-男廁,南投縣鹿谷鄉廣興村興產路,鹿谷鄉立圖書館,23.73556026,120.76439828,特優級,文化育樂活動場所,男廁所,鹿谷鄉立圖書館,0
10015,1001501,國聯里,U010000392,花蓮市立圖書館-1樓無障礙廁所,花蓮縣花蓮市國聯里國聯一路170號,花蓮市立圖書館,23.99011620,121.60141021,特優級,文化育樂活動場所,無障礙廁所,花蓮市立圖書館,0
10002,1000210,義德村,G100000025,三星鄉立圖書館-女廁,宜蘭縣三星鄉義德村義興路12-2號,三星鄉公所,24.66730325,121.64985180,特優級,文化育樂活動場所,女廁所,三星鄉立圖書館,1
63000,6300900,成福里,A090000536,臺北市立圖書館龍華民眾閱覽室無障礙,臺北市南港區成福里東新街63巷8號,縣市政府,25.04756100,121.58699800,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,0
10001,1000105,福營里,F050001015,大魯閣棒壘球打擊場新莊館1F-女廁,新北市新莊區福營里中正路621號,大魯閣實業股份公司,25.03170715,121.43211460,特優級,休閒娛樂場所,女廁所,大魯閣棒壘球打擊場新莊館,0
63000,6300700,頂碩里,A070000490,臺北市立圖書館西園分館5F女,臺北市萬華區頂碩里興寧街6號,臺北市市立圖書館,25.03222800,121.50172100,特優級,文化育樂活動場所,女廁所,臺北市立圖書館西園分館,0
63000,6300200,六合里,A020001466,臺北市立圖書館六合分館5F女,臺北市信義區六合里松仁路240巷19號,縣市政府,25.02445000,121.56879400,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
10001,1000101,福丘里,F010001501,新北市政府稅捐稽徵處-7F男廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,男廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001491,新北市政府稅捐稽徵處-3F無障礙廁所,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,無障礙廁所,新北市政府稅捐稽徵處行政室事務股,0
63000,6301100,社園里,A110000859,統一超商臺北市友成門市男女,臺北市士林區社園里社中街211號,縣市政府,25.09101400,121.50841100,特優級,商業營業場所,混合廁所,統一超商股份有限公司,0
10015,1001501,國聯里,U010000393,花蓮市立圖書館-3樓男廁,花蓮縣花蓮市國聯里國聯一路170號,花蓮市立圖書館,23.98991625,121.60114592,特優級,文化育樂活動場所,男廁所,花蓮市立圖書館,0
10001,1000123,舊城里,F230000213,台亞八里台北港加油站-無障礙廁所,新北市八里區舊城里中華路二段341號,台塑石油股份八里台北港站,25.14585500,121.40089100,特優級,商業營業場所,無障礙廁所,台塑石化股份有限公司八里台北港站,0
64000,1001201,三民里,E120000562,(北鳳)大東文化藝術中心(圖書館)2F-男廁,高雄市鳳山區三民里光遠路161號,高雄市政府文化局,22.62502364,120.36316395,特優級,文化育樂活動場所,男廁所,大東文化藝術中心-圖書館,0
63000,6300700,柳鄉里,A070000648,臺北市立圖書館柳鄉民眾閱覽室無障礙,臺北市萬華區柳鄉里環河南路二段102號,臺北市市立圖書館,25.03693700,121.49547300,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館柳鄉民眾閱覽室,1
10007,1000712,中路里,N120000114,田中鎮圖書館3樓男廁,彰化縣田中鎮中路里中新路229號,田中鎮圖書館,23.85719900,120.59019400,特優級,文化育樂活動場所,男廁所,田中鎮圖書館,0
10015,1001506,壽豐村,U060000077,壽豐鄉立圖書館-2樓男廁,花蓮縣壽豐鄉壽豐村壽山路62號,壽豐鄉立圖書館,23.87116560,121.50774450,特優級,文化育樂活動場所,男廁所,壽豐鄉立圖書館,0
10001,1000101,福丘里,F010001505,新北市政府稅捐稽徵處-8F女廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,女廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001499,新北市政府稅捐稽徵處-6F女廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,女廁所,新北市政府稅捐稽徵處行政室事務股,0
10015,1001501,國聯里,U010000394,花蓮市立圖書館-2樓女廁,花蓮縣花蓮市國聯里國聯一路170號,花蓮市立圖書館,23.99034850,121.60125050,特優級,文化育樂活動場所,女廁所,花蓮市立圖書館,0
10007,1000723,芳苑村,N230000006,芳苑鄉立圖書館男廁,彰化縣芳苑鄉芳苑村斗苑路芳苑段206號,芳苑鄉立圖書館,23.92441900,120.31990600,特優級,文化育樂活動場所,男廁所,芳苑鄉立圖書館,0
10001,1000101,福丘里,F010001487,新北市政府稅捐稽徵處-2F女廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,女廁所,新北市政府稅捐稽徵處行政室事務股,0
10008,1000807,廣興村,M070000026,鹿谷鄉立圖書館1F-女廁,南投縣鹿谷鄉廣興村興產路,鹿谷鄉立圖書館,23.73547923,120.76432049,特優級,文化育樂活動場所,女廁所,鹿谷鄉立圖書館,0
10015,1001501,國聯里,U010000391,花蓮市立圖書館-1樓女廁,花蓮縣花蓮市國聯里國聯一路170號,花蓮市立圖書館,23.99029880,121.60125230,特優級,文化育樂活動場所,女廁所,花蓮市立圖書館,0
10015,1001502,鳳禮里,U020000020,鳳林鎮立圖書館-1樓女廁,花蓮縣鳳林鎮鳳禮里信義路151號,鳳林鎮立圖書館,23.74641690,121.45288320,特優級,文化育樂活動場所,女廁所,鳳林鎮立圖書館,0
10001,1000101,福丘里,F010001509,新北市政府稅捐稽徵處-9F無障礙廁所,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,無障礙廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001508,新北市政府稅捐稽徵處-9F女廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,女廁所,新北市政府稅捐稽徵處行政室事務股,0
63000,6301100,永倫里,A110000866,統一超商臺北市洲美門市男女,臺北市士林區永倫里延平北路六段505號,縣市政府,25.09313300,121.49826000,特優級,商業營業場所,混合廁所,統一超商股份有限公司,0
10015,1001506,壽豐村,U060000075,壽豐鄉立圖書館-1樓男廁,花蓮縣壽豐鄉壽豐村壽山路62號,壽豐鄉立圖書館,23.87116970,121.50773790,特優級,文化育樂活動場所,男廁所,壽豐鄉立圖書館,0
10001,1000101,福丘里,F010001485,新北市政府稅捐稽徵處-1F無障礙廁所,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,無障礙廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001484,新北市政府稅捐稽徵處-1F女廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,女廁所,新北市政府稅捐稽徵處行政室事務股,0
63000,6300700,福星里,A070000014,洛陽停車場7樓07號男,臺北市萬華區福星里環河南路一段1號,臺北市停車管理工程處,25.04804000,121.50580400,特優級,交通,男廁所,臺北市停車管理工程處,0
10001,1000101,福丘里,F010001511,新北市政府稅捐稽徵處-10F女廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,女廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001510,新北市政府稅捐稽徵處-10F男廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,男廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001496,新北市政府稅捐稽徵處-5F女廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,女廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001495,新北市政府稅捐稽徵處-5F男廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,男廁所,新北市政府稅捐稽徵處行政室事務股,0
10001,1000101,福丘里,F010001483,新北市政府稅捐稽徵處-1F男廁,新北市板橋區福丘里中山路一段143號,新北市政府財政局稅捐稽徵處,25.01147700,121.46419100,特優級,民眾洽公場所,男廁所,新北市政府稅捐稽徵處行政室事務股,1
10015,1001501,國聯里,U010000390,花蓮市立圖書館-1樓男廁,花蓮縣花蓮市國聯里國聯一路170號,花蓮市立圖書館,23.99045326,121.60135713,特優級,文化育樂活動場所,男廁所,花蓮市立圖書館,0
10001,1000107,中山里,F070000642,樹林地政事務所1F-無障礙廁所,新北市樹林區中山里地政街12號,新北市政府地政局,24.97157300,121.39466400,特優級,民眾洽公場所,無障礙廁所,新北市樹林地政事務所,0
63000,6300700,福星里,A070000013,洛陽停車場5樓05號親子廁所,臺北市萬華區福星里環河南路一段1號,臺北市停車管理工程處,25.04776441,121.50568414,特優級,交通,親子廁所,臺北市停車管理工程處,0
10002,1000210,義德村,G100000024,三星鄉立圖書館-男廁,宜蘭縣三星鄉義德村義興路12-2號,三星鄉公所,24.66727400,121.64985180,特優級,文化育樂活動場所,男廁所,三星鄉立圖書館,0
10002,1000202,集祥里,G020000150,羅東鎮兒童美語圖書館-無障礙廁所,宜蘭縣羅東鎮集祥里民權路110號,羅東鎮公所,24.67590227,121.76868439,特優級,文化育樂活動場所,無障礙廁所,羅東鎮兒童美語圖書館,0
10002,1000206,吉祥村,G060000023,壯圍鄉立圖書館-女廁,宜蘭縣壯圍鄉吉祥村中央路二段358號,壯圍鄉公所,24.74894731,121.78758457,特優級,文化育樂活動場所,女廁所,壯圍鄉立圖書館,0
10002,1000201,東村里,G010000035,宜蘭市立圖書館1F-男廁,宜蘭縣宜蘭市東村里陽明路277號,宜蘭市公所,24.74883290,121.76046073,特優級,文化育樂活動場所,男廁所,宜蘭市立圖書館,0
64000,1001201,三民里,E120000561,(北鳳)大東文化藝術中心(圖書館)1F-親子廁所,高雄市鳳山區三民里光遠路161號,高雄市政府文化局,22.62502364,120.36316395,特優級,文化育樂活動場所,親子廁所,大東文化藝術中心-圖書館,0
10007,1000721,饒平村,N210000039,田尾鄉立圖書館-4樓,彰化縣田尾鄉饒平村公所路185號,田尾鄉公所,23.88995782,120.52340980,特優級,文化育樂活動場所,混合廁所,田尾鄉公所,0
63000,6300700,頂碩里,A070000491,臺北市立圖書館西園分館6F女,臺北市萬華區頂碩里興寧街6號,臺北市市立圖書館,25.03222800,121.50172100,特優級,文化育樂活動場所,混合廁所,臺北市立圖書館西園分館,0
10007,1000712,中路里,N120000115,田中鎮圖書館1樓,彰化縣田中鎮中路里田中鎮圖書館1樓,田中鎮圖書館,23.85654677,120.58872163,特優級,文化育樂活動場所,混合廁所,田中鎮圖書館,0
63000,6300100,中正里,A010000963,行天宮附設玄空圖書館1F男,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,男廁所,財團法人臺北行天宮,0
63000,6300100,美仁里,A010001142,臺北市立藝文推廣處城市舞台1F男,臺北市松山區美仁里八德路三段25號,縣市政府,25.04835100,121.55201700,特優級,社福機構、集會場所,男廁所,臺北市政府文化局,0
63000,6300100,中正里,A010000969,行天宮附設玄空圖書館4F男,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,男廁所,財團法人臺北行天宮,0
63000,6300800,景行里,A080000094,臺北市立圖書館景新分館7F無障礙,臺北市文山區景行里景後街151號,縣市政府,24.99012842,121.54201821,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,1
63000,6300400,恆安里,A040000312,臺北市立圖書館恆安民眾閱覽室5F男,臺北市中山區恆安里民權東路一段71弄19號,縣市政府,25.06343800,121.52720100,特優級,文化育樂活動場所,男廁所,臺北市立圖書館,0
10007,1000721,饒平村,N210000037,田尾鄉立圖書館-1樓,彰化縣田尾鄉饒平村公所路185號,田尾鄉公所,23.89015401,120.52353860,特優級,文化育樂活動場所,男廁所,田尾鄉公所,0
10019,1000612,金星里,B200000042,全家石岡登峰店-男廁,臺中市石岡區金星村明德路179號,全家便利商店股份有限公司,24.27450386,120.77405155,特優級,商業營業場所,男廁所,全家便利商店股份有限公司(石岡登峰店),0
10003,1000301,莊敬里,H010000546,桃園市立圖書館(埔子分館)2F男廁,桃園市桃園區莊敬里同安街601號,桃園市立圖書館(埔子分館),25.02380530,121.29739340,特優級,文化育樂活動場所,男廁所,桃園市立圖書館(埔子分館),0
10003,1000301,莊敬里,H010000542,桃園市立圖書館(埔子分館)1F男廁,桃園市桃園區莊敬里同安街601號,桃園市立圖書館(埔子分館),25.02372210,121.29737050,特優級,文化育樂活動場所,男廁所,桃園市立圖書館(埔子分館),0
10007,1000712,中路里,N120000113,田中鎮圖書館3樓女廁,彰化縣田中鎮中路里中新路229號,田中鎮圖書館,23.85719900,120.59019400,特優級,文化育樂活動場所,女廁所,田中鎮圖書館,0
63000,6300100,中正里,A010000968,行天宮附設玄空圖書館3F女,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,女廁所,財團法人臺北行天宮,0
63000,6300100,中正里,A010000966,行天宮附設玄空圖書館2F女,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,女廁所,財團法人臺北行天宮,0
63000,6300800,景行里,A080000092,臺北市立圖書館景新分館10F無障礙,臺北市文山區景行里景後街151號,縣市政府,24.99012842,121.54201821,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,1
63000,6300500,頂東里,A050000184,王貫英先生紀念圖書館2F女,臺北市中正區頂東里汀州路二段265號,臺北市立圖書館,25.02262400,121.52377600,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
63000,6300400,恆安里,A040000311,臺北市立圖書館恆安民眾閱覽室4F女,臺北市中山區恆安里民權東路一段71弄19號,縣市政府,25.06343800,121.52720100,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
63000,6300400,恆安里,A040000309,臺北市立圖書館恆安民眾閱覽室3F女,臺北市中山區恆安里民權東路一段71弄19號,縣市政府,25.06343800,121.52720100,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
63000,6300300,錦安里,A030000697,臺北市立圖書館龍安民眾閱覽室3F女,臺北市大安區錦安里永康街60號,縣市政府,25.02850000,121.52939000,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
63000,6300700,福星里,A070000015,洛陽停車場7樓06號男,臺北市萬華區福星里環河南路一段1號,臺北市停車管理工程處,25.04804000,121.50580400,特優級,交通,男廁所,臺北市停車管理工程處,0
10002,1000203,聖湖里,G030000082,蘇澳鎮立圖書館-女廁,宜蘭縣蘇澳鎮聖湖里育才路6號,蘇澳鎮公所,24.59474822,121.83625460,特優級,文化育樂活動場所,女廁所,蘇澳鎮立圖書館,0
10002,1000206,吉祥村,G060000022,壯圍鄉立圖書館-男廁,宜蘭縣壯圍鄉吉祥村中央路二段358號,壯圍鄉公所,24.74894853,121.78758189,特優級,文化育樂活動場所,男廁所,壯圍鄉立圖書館,0
63000,6300700,全德里,A070000841,臺北市立圖書館東園分館4F男,臺北市萬華區全德里東園街199號,臺北市市立圖書館,25.02261100,121.49812900,特優級,文化育樂活動場所,男廁所,臺北市立圖書館東園分館,0
10001,1000105,國泰里,F050000035,統一超商新莊品嘉門市-混合廁所,新北市新莊區國泰里新樹路69之4號之5號,統一超商股份有限公司,25.02985040,121.43888450,特優級,商業營業場所,混合廁所,統一超商股份有限公司新莊品嘉門市,0
63000,6300200,六合里,A020001464,臺北市立圖書館六合分館4F無障礙,臺北市信義區六合里松仁路240巷19號,縣市政府,25.02445000,121.56879400,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,1
63000,6300100,中正里,A010000964,行天宮附設玄空圖書館1F女,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,女廁所,財團法人臺北行天宮,0
63000,6300700,福星里,A070000050,臺北市立圖書館龍山分館3F女,臺北市萬華區福星里桂林路65巷6號,臺北市立圖書館,25.03858000,121.50248400,特優級,文化育樂活動場所,女廁所,臺北市立圖書館龍山分館,0
10002,1000206,吉祥村,G060000024,壯圍鄉立圖書館-無障礙廁所,宜蘭縣壯圍鄉吉祥村中央路二段358號,壯圍鄉公所,24.74894487,121.78758457,特優級,文化育樂活動場所,無障礙廁所,壯圍鄉立圖書館,0
64000,1001201,三民里,E120000563,(北鳳)大東文化藝術中心(圖書館東側)3F-男廁,高雄市鳳山區三民里光遠路161號,高雄市政府文化局,22.62502364,120.36316395,特優級,文化育樂活動場所,混合廁所,大東文化藝術中心-圖書館,0
63000,6300900,成福里,A090000535,臺北市立圖書館龍華民眾閱覽室2F男,臺北市南港區成福里東新街63巷8號,縣市政府,25.04756100,121.58699700,特優級,文化育樂活動場所,男廁所,臺北市立圖書館,0
63000,6300700,頂碩里,A070000489,臺北市立圖書館西園分館4F女,臺北市萬華區頂碩里興寧街6號,臺北市立圖書館,25.03222800,121.50172100,特優級,文化育樂活動場所,女廁所,臺北市立圖書館西園分館,0
63000,6300700,頂碩里,A070000488,臺北市立圖書館西園分館3F女,臺北市萬華區頂碩里興寧街6號,臺北市立圖書館,25.03222800,121.50172100,特優級,文化育樂活動場所,女廁所,臺北市立圖書館西園分館,0
63000,6300100,中正里,A010000967,行天宮附設玄空圖書館3F男,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,男廁所,財團法人臺北行天宮,0
63000,6300100,中正里,A010000965,行天宮附設玄空圖書館2F男,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,男廁所,財團法人臺北行天宮,0
63000,6300800,景行里,A080000093,臺北市立圖書館景新分館5F無障礙,臺北市文山區景行里景後街151號,縣市政府,24.99012842,121.54201821,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,1
10002,1000202,集祥里,G020000148,羅東鎮兒童美語圖書館-男廁,宜蘭縣羅東鎮集祥里民權路110號,羅東鎮公所,24.67587303,121.76869512,特優級,文化育樂活動場所,男廁所,羅東鎮兒童美語圖書館,0
10003,1000303,仁武里,H030000211,桃園市立圖書館崎頂分館女廁,桃園市大溪區仁武里公園路30號,桃園市立圖書館崎頂分館,24.90473833,121.28413332,特優級,文化育樂活動場所,女廁所,桃園市立圖書館崎頂分館,0
10003,1000303,仁武里,H030000210,桃園市立圖書館崎頂分館男廁,桃園市大溪區仁武里公園路30號,桃園市立圖書館崎頂分館,24.90475050,121.28409040,特優級,文化育樂活動場所,男廁所,桃園市立圖書館崎頂分館,0
64000,1001201,三民里,E120000564,(北鳳)大東文化藝術中心(圖書館西側)3F-女廁,高雄市鳳山區三民里光遠路161號,高雄市政府文化局,22.62502364,120.36316395,特優級,文化育樂活動場所,混合廁所,大東文化藝術中心-圖書館,0
63000,6300700,福星里,A070000051,臺北市立圖書館龍山分館2F女,臺北市萬華區福星里桂林路65巷6號,臺北市市立圖書館,25.03858000,121.50248400,特優級,文化育樂活動場所,女廁所,臺北市立圖書館龍山分館,0
10007,1000712,中路里,N120000112,田中鎮圖書館2樓,彰化縣田中鎮中路里中新路229號,田中鎮圖書館,23.86006500,120.58947700,特優級,文化育樂活動場所,男廁所,田中鎮圖書館,0
63000,6300200,六合里,A020001465,臺北市立圖書館六合分館5F性別友善,臺北市信義區六合里松仁路240巷19號,縣市政府,25.02445000,121.56879400,特優級,文化育樂活動場所,性別友善廁所,臺北市立圖書館,0
63000,6300100,美仁里,A010001141,臺北市立藝文推廣處城市舞台1F女,臺北市松山區美仁里八德路三段25號,縣市政府,25.04835100,121.55201700,特優級,社福機構、集會場所,女廁所,臺北市政府文化局,0
64000,1001215,嘉賜里,E260000082,高雄市立圖書館(茄萣分館)-女廁,高雄市茄萣區嘉賜里濱海路四段31巷1號,高雄市政府文化局,22.90597514,120.18041968,特優級,文化育樂活動場所,女廁所,高雄市立圖書館-茄萣分館,0
10002,1000201,東村里,G010000036,宜蘭市立圖書館1F-女廁,宜蘭縣宜蘭市東村里陽明路277號,宜蘭市公所,24.74882384,121.76041943,特優級,文化育樂活動場所,女廁所,宜蘭市立圖書館,0
63000,6300700,日善里,A070000717,臺北市立圖書館萬華分館6F無障礙,臺北市萬華區日善里東園街19號,臺北市市立圖書館,25.02790500,121.49565400,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館萬華分館,0
10001,1000105,福營里,F050001014,大魯閣棒壘球打擊場新莊館1F-男廁,新北市新莊區福營里中正路621號,大魯閣實業股份公司,25.03170715,121.43211460,特優級,休閒娛樂場所,男廁所,大魯閣棒壘球打擊場新莊館,0
63000,6300700,全德里,A070000840,臺北市立圖書館東園分館3F男,臺北市萬華區全德里東園街199號,臺北市市立圖書館,25.02261100,121.49812900,特優級,文化育樂活動場所,男廁所,臺北市立圖書館東園分館,0
63000,6300100,美仁里,A010001144,臺北市立藝文推廣處城市舞台1F內無障礙,臺北市松山區美仁里八德路三段25號,縣市政府,25.04835100,121.55201700,特優級,社福機構、集會場所,無障礙廁所,臺北市政府文化局,0
63000,6300100,美仁里,A010001143,臺北市立藝文推廣處城市舞台1F大女,臺北市松山區美仁里八德路三段25號,縣市政府,25.04835100,121.55201700,特優級,社福機構、集會場所,女廁所,臺北市政府文化局,0
63000,6300300,新龍里,A030000882,臺北市立圖書館總館6F無障礙,臺北市大安區新龍里建國南路二段125號,縣市政府,25.02913600,121.53819900,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,0
63000,6300100,中正里,A010000970,行天宮附設玄空圖書館4F女,臺北市松山區中正里敦化北路120巷9號,縣市政府,25.05384200,121.54769300,特優級,文化育樂活動場所,女廁所,財團法人臺北行天宮,0
63000,6300400,恆安里,A040000313,臺北市立圖書館恆安民眾閱覽室5F女,臺北市中山區恆安里民權東路一段71弄19號,縣市政府,25.06343800,121.52720100,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
63000,6300300,新龍里,A030000880,臺北市立圖書館總館4F無障礙,臺北市大安區新龍里建國南路二段125號,縣市政府,25.02913600,121.53819900,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,0
63000,6300300,新龍里,A030000876,臺北市立圖書館總館B1無障礙,臺北市大安區新龍里建國南路二段125號,縣市政府,25.02913600,121.53819900,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,0
63000,6301100,福林里,A110000233,李科永紀念圖書館B2無障礙,臺北市士林區福林里中正路15號,縣市政府,25.09725867,121.53073030,特優級,文化育樂活動場所,無障礙廁所,李科永紀念圖書館,0
63000,6301100,福林里,A110000226,李科永紀念圖書館1F男,臺北市士林區福林里中正路15號,縣市政府,25.09585800,121.53060300,特優級,文化育樂活動場所,男廁所,李科永紀念圖書館,0
10001,1000114,忠義里,F140000605,摩斯漢堡長榮店-男廁,新北市蘆洲區忠義里長榮路21號,摩斯漢堡長榮店,25.08238600,121.46326900,特優級,商業營業場所,男廁所,摩斯漢堡長榮店,0
10001,1000107,彭福里,F070000369,新北市立圖書館樹林彭厝圖書閱覽室3F-男廁,新北市樹林區彭福里國凱街65號,新北市政府文化局,24.97993000,121.42216800,特優級,文化育樂活動場所,男廁所,新北市立圖書館樹林彭厝圖書閱覽室,0
10003,1000303,仁武里,H030000212,桃園市立圖書館崎頂分館無障礙廁所,桃園市大溪區仁武里公園路30號,桃園市立圖書館崎頂分館,24.90475455,121.28418428,特優級,文化育樂活動場所,無障礙廁所,桃園市立圖書館崎頂分館,0
10002,1000201,東村里,G010000037,宜蘭市立圖書館2F-男廁,宜蘭縣宜蘭市東村里陽明路277號,宜蘭市公所,24.74882311,121.76039663,特優級,文化育樂活動場所,男廁所,宜蘭市立圖書館,0
63000,6300900,成福里,A090000534,臺北市立圖書館龍華民眾閱覽室2F女,臺北市南港區成福里東新街63巷8號,縣市政府,25.04756100,121.58699700,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
63000,6300700,全德里,A070000839,臺北市立圖書館東園分館1F無障礙,臺北市萬華區全德里東園街199號,臺北市市立圖書館,25.02261100,121.49812900,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館東園分館,0
10007,1000721,饒平村,N210000038,田尾鄉立圖書館-2樓,彰化縣田尾鄉饒平村公所路185號,田尾鄉公所,23.88995782,120.52323820,特優級,文化育樂活動場所,女廁所,田尾鄉公所,0
63000,6300200,六合里,A020001463,臺北市立圖書館六合分館4F女,臺北市信義區六合里松仁路240巷19號,縣市政府,25.02445000,121.56879400,特優級,文化育樂活動場所,女廁所,臺北市立圖書館,0
63000,6300200,六合里,A020001462,臺北市立圖書館六合分館4F男,臺北市信義區六合里松仁路240巷19號,縣市政府,25.02445000,121.56879400,特優級,文化育樂活動場所,男廁所,臺北市立圖書館,0
10007,1000715,義民村,N150000024,埔心鄉立圖書館2樓女廁,彰化縣埔心鄉義民村員鹿路2段328號,埔心鄉立圖書館,23.95322433,120.54432034,特優級,文化育樂活動場所,女廁所,埔心鄉立圖書館,0
10007,1000715,義民村,N150000023,埔心鄉立圖書館2樓男廁,彰化縣埔心鄉義民村員鹿路2段328號,埔心鄉立圖書館,23.95330277,120.54433107,特優級,文化育樂活動場所,男廁所,埔心鄉立圖書館,0
63000,6300400,恆安里,A040000306,臺北市立圖書館恆安民眾閱覽室1F無障礙,臺北市中山區恆安里民權東路一段71弄19號,縣市政府,25.06343800,121.52720100,特優級,文化育樂活動場所,無障礙廁所,臺北市立圖書館,1
